       9496
     304190
       8551
      34718
     738437
      12645
     358260
    1052426
     376294
     169118
      25997
      18766
     524228
     646760
     415702
      26339
      21835
      13319
      17884
    1083828
      78518
     417738
      68914
        538
    1021376
      22659
     157659
      34781
     283373
     111004
      27581
        541
     885170
      19299
       1176
      11004
    1157348
     878357
    1109067
      19023
    1101340
      84811
    3734099
      29071
     221382
     852762
    1411796
    1696763
       5187
    4092829
    1103340
